,Subject,Counts,Rewarded,Treatment,CallType,k
460,GreWhi2703M,"(21, 29)",False,HVC,SO,1
461,GreWhi2703M,"(11, 19)",True,HVC,SO,1
462,HpiGre8613M,"(7, 15)",False,HVC,SO,1
463,HpiGre8613M,"(4, 12)",True,HVC,SO,1
464,BluGre4315M,"(2, 10)",False,HVC,SO,1
465,BluGre4315M,"(9, 17)",True,HVC,SO,1
466,BluRed8773M,"(5, 13)",False,HVC,SO,1
467,BluRed8773M,"(5, 13)",True,HVC,SO,1
468,BluWhi0398F,"(17, 25)",False,HVC,SO,2
469,BluWhi0398F,"(3, 11)",True,HVC,SO,2
470,BluWhi3230M,"(7, 15)",False,HVC,SO,2
471,BluWhi3230M,"(1, 9)",True,HVC,SO,2
472,GraYel7337F,"(0, 8)",False,HVC,SO,2
473,GraYel7337F,"(1, 9)",True,HVC,SO,2
474,GreWhi2703M,"(16, 24)",False,HVC,SO,2
475,GreWhi2703M,"(4, 12)",True,HVC,SO,2
476,HpiGre8613M,"(4, 12)",False,HVC,SO,2
477,HpiGre8613M,"(1, 9)",True,HVC,SO,2
478,BluGre4315M,"(5, 13)",False,HVC,SO,2
479,BluGre4315M,"(2, 10)",True,HVC,SO,2
480,BluRed8773M,"(12, 20)",False,HVC,SO,2
481,BluRed8773M,"(2, 10)",True,HVC,SO,2
482,BluWhi0398F,"(5, 13)",False,HVC,SO,3
483,BluWhi0398F,"(2, 10)",True,HVC,SO,3
484,BluWhi3230M,"(10, 18)",False,HVC,SO,3
485,BluWhi3230M,"(2, 10)",True,HVC,SO,3
486,GraYel7337F,"(3, 11)",False,HVC,SO,3
487,GraYel7337F,"(3, 11)",True,HVC,SO,3
488,GreWhi2703M,"(14, 22)",False,HVC,SO,3
489,GreWhi2703M,"(4, 12)",True,HVC,SO,3
490,HpiGre8613M,"(5, 13)",False,HVC,SO,3
491,HpiGre8613M,"(0, 8)",True,HVC,SO,3
492,BluGre4315M,"(19, 27)",False,HVC,SO,3
493,BluGre4315M,"(1, 9)",True,HVC,SO,3
494,BluRed8773M,"(7, 15)",False,HVC,SO,3
495,BluRed8773M,"(1, 9)",True,HVC,SO,3
496,BluWhi0398F,"(7, 15)",False,HVC,SO,4
497,BluWhi0398F,"(2, 10)",True,HVC,SO,4
498,BluWhi3230M,"(14, 22)",False,HVC,SO,4
499,BluWhi3230M,"(3, 11)",True,HVC,SO,4
500,GraYel7337F,"(5, 13)",False,HVC,SO,4
501,GraYel7337F,"(2, 10)",True,HVC,SO,4
502,GreWhi2703M,"(6, 14)",False,HVC,SO,4
503,GreWhi2703M,"(2, 10)",True,HVC,SO,4
504,HpiGre8613M,"(6, 14)",False,HVC,SO,4
505,HpiGre8613M,"(0, 8)",True,HVC,SO,4
506,BluGre4315M,"(26, 34)",False,HVC,SO,4
507,BluGre4315M,"(2, 10)",True,HVC,SO,4
508,BluRed8773M,"(14, 22)",False,HVC,SO,4
509,BluRed8773M,"(7, 15)",True,HVC,SO,4
510,BluWhi0398F,"(14, 22)",False,HVC,SO,5
511,BluWhi0398F,"(9, 17)",True,HVC,SO,5
512,BluWhi3230M,"(14, 22)",False,HVC,SO,5
513,BluWhi3230M,"(8, 16)",True,HVC,SO,5
514,GraYel7337F,"(4, 12)",False,HVC,SO,5
515,GraYel7337F,"(2, 10)",True,HVC,SO,5
516,GreWhi2703M,"(19, 27)",False,HVC,SO,5
517,GreWhi2703M,"(5, 13)",True,HVC,SO,5
518,HpiGre8613M,"(2, 10)",False,HVC,SO,5
519,HpiGre8613M,"(0, 8)",True,HVC,SO,5
520,BluGre4315M,"(10, 18)",False,HVC,SO,5
521,BluGre4315M,"(2, 10)",True,HVC,SO,5
522,BluRed8773M,"(11, 19)",False,HVC,SO,5
523,BluRed8773M,"(1, 9)",True,HVC,SO,5
524,BluWhi0398F,"(13, 21)",False,HVC,SO,6
525,BluWhi0398F,"(2, 10)",True,HVC,SO,6
526,BluWhi3230M,"(13, 21)",False,HVC,SO,6
527,BluWhi3230M,"(2, 10)",True,HVC,SO,6
528,GraYel7337F,"(1, 9)",False,HVC,SO,6
529,GraYel7337F,"(0, 8)",True,HVC,SO,6
530,GreWhi2703M,"(13, 21)",False,HVC,SO,6
531,GreWhi2703M,"(1, 9)",True,HVC,SO,6
532,HpiGre8613M,"(9, 17)",False,HVC,SO,6
533,HpiGre8613M,"(0, 8)",True,HVC,SO,6
534,BluGre4315M,"(10, 18)",False,HVC,SO,6
535,BluGre4315M,"(2, 10)",True,HVC,SO,6
536,BluRed8773M,"(7, 15)",False,HVC,SO,6
537,BluRed8773M,"(2, 10)",True,HVC,SO,6
538,BluWhi0398F,"(6, 14)",False,HVC,SO,7
539,BluWhi0398F,"(0, 8)",True,HVC,SO,7
540,BluWhi3230M,"(6, 14)",False,HVC,SO,7
541,BluWhi3230M,"(4, 12)",True,HVC,SO,7
542,GraYel7337F,"(3, 11)",False,HVC,SO,7
543,GraYel7337F,"(1, 9)",True,HVC,SO,7
544,GreWhi2703M,"(12, 20)",False,HVC,SO,7
545,GreWhi2703M,"(7, 15)",True,HVC,SO,7
546,HpiGre8613M,"(2, 10)",False,HVC,SO,7
547,HpiGre8613M,"(1, 9)",True,HVC,SO,7
548,BluGre4315M,"(12, 20)",False,HVC,SO,7
549,BluGre4315M,"(0, 8)",True,HVC,SO,7
550,BluRed8773M,"(11, 19)",False,HVC,SO,7
551,BluRed8773M,"(4, 12)",True,HVC,SO,7
552,BluWhi0398F,"(8, 16)",False,HVC,SO,8
553,BluWhi0398F,"(6, 14)",True,HVC,SO,8
554,BluWhi3230M,"(3, 11)",False,HVC,SO,8
555,BluWhi3230M,"(7, 15)",True,HVC,SO,8
556,GraYel7337F,"(5, 13)",False,HVC,SO,8
557,GraYel7337F,"(2, 10)",True,HVC,SO,8
558,GreWhi2703M,"(17, 25)",False,HVC,SO,8
559,GreWhi2703M,"(4, 12)",True,HVC,SO,8
560,HpiGre8613M,"(0, 8)",False,HVC,SO,8
561,HpiGre8613M,"(3, 11)",True,HVC,SO,8
562,BluGre4315M,"(11, 19)",False,HVC,SO,8
563,BluGre4315M,"(4, 12)",True,HVC,SO,8
564,BluRed8773M,"(9, 17)",False,HVC,SO,8
565,BluRed8773M,"(1, 9)",True,HVC,SO,8
566,BluWhi0398F,"(6, 14)",False,HVC,SO,9
567,BluWhi0398F,"(6, 14)",True,HVC,SO,9
568,BluWhi3230M,"(20, 28)",False,HVC,SO,9
569,BluWhi3230M,"(0, 8)",True,HVC,SO,9
570,GraYel7337F,"(1, 9)",False,HVC,SO,9
571,GraYel7337F,"(2, 10)",True,HVC,SO,9
572,GreWhi2703M,"(17, 25)",False,HVC,SO,9
573,GreWhi2703M,"(2, 10)",True,HVC,SO,9
574,HpiGre8613M,"(2, 10)",False,HVC,SO,9
575,HpiGre8613M,"(1, 9)",True,HVC,SO,9
576,BluGre4315M,"(10, 18)",False,HVC,SO,9
577,BluGre4315M,"(3, 11)",True,HVC,SO,9
578,BluRed8773M,"(17, 25)",False,HVC,SO,9
579,BluRed8773M,"(7, 15)",True,HVC,SO,9
580,BluWhi0398F,"(11, 19)",False,HVC,SO,10
581,BluWhi0398F,"(1, 9)",True,HVC,SO,10
582,BluWhi3230M,"(5, 13)",False,HVC,SO,10
583,BluWhi3230M,"(2, 10)",True,HVC,SO,10
584,GraYel7337F,"(8, 16)",False,HVC,SO,10
585,GraYel7337F,"(0, 8)",True,HVC,SO,10
586,GreWhi2703M,"(21, 29)",False,HVC,SO,10
587,GreWhi2703M,"(0, 8)",True,HVC,SO,10
588,HpiGre8613M,"(2, 10)",False,HVC,SO,10
589,HpiGre8613M,"(1, 9)",True,HVC,SO,10
590,BluGre4315M,"(15, 23)",False,HVC,SO,10
591,BluGre4315M,"(1, 9)",True,HVC,SO,10
592,BluRed8773M,"(9, 17)",False,HVC,SO,10
593,BluRed8773M,"(1, 9)",True,HVC,SO,10
594,BluWhi0398F,"(9, 15)",False,HVC,DC,0
595,BluWhi0398F,"(25, 31)",True,HVC,DC,0
596,BluWhi3230M,"(5, 11)",False,HVC,DC,0
597,BluWhi3230M,"(15, 21)",True,HVC,DC,0
598,GraYel7337F,"(1, 7)",False,HVC,DC,0
599,GraYel7337F,"(14, 20)",True,HVC,DC,0
600,GreWhi2703M,"(23, 29)",False,HVC,DC,0
601,GreWhi2703M,"(15, 21)",True,HVC,DC,0
602,HpiGre8613M,"(0, 6)",False,HVC,DC,0
603,HpiGre8613M,"(2, 8)",True,HVC,DC,0
604,BluGre4315M,"(1, 7)",False,HVC,DC,0
605,BluGre4315M,"(7, 13)",True,HVC,DC,0
606,BluRed8773M,"(2, 8)",False,HVC,DC,0
607,BluRed8773M,"(5, 11)",True,HVC,DC,0
608,BluWhi0398F,"(56, 62)",False,HVC,DC,1
609,BluWhi0398F,"(12, 18)",True,HVC,DC,1
610,BluWhi3230M,"(6, 12)",False,HVC,DC,1
611,BluWhi3230M,"(6, 12)",True,HVC,DC,1
612,GraYel7337F,"(10, 16)",False,HVC,DC,1
613,GraYel7337F,"(19, 25)",True,HVC,DC,1
614,GreWhi2703M,"(25, 31)",False,HVC,DC,1
615,GreWhi2703M,"(12, 18)",True,HVC,DC,1
616,HpiGre8613M,"(4, 10)",False,HVC,DC,1
617,HpiGre8613M,"(2, 8)",True,HVC,DC,1
618,BluGre4315M,"(11, 17)",False,HVC,DC,1
619,BluGre4315M,"(36, 42)",True,HVC,DC,1
620,BluRed8773M,"(3, 9)",False,HVC,DC,1
621,BluRed8773M,"(6, 12)",True,HVC,DC,1
622,BluWhi0398F,"(14, 20)",False,HVC,DC,2
623,BluWhi0398F,"(13, 19)",True,HVC,DC,2
624,BluWhi3230M,"(19, 25)",False,HVC,DC,2
625,BluWhi3230M,"(24, 30)",True,HVC,DC,2
626,GraYel7337F,"(6, 12)",False,HVC,DC,2
627,GraYel7337F,"(18, 24)",True,HVC,DC,2
628,GreWhi2703M,"(29, 35)",False,HVC,DC,2
629,GreWhi2703M,"(13, 19)",True,HVC,DC,2
630,HpiGre8613M,"(3, 9)",False,HVC,DC,2
631,HpiGre8613M,"(8, 14)",True,HVC,DC,2
632,BluGre4315M,"(40, 46)",False,HVC,DC,2
633,BluGre4315M,"(19, 25)",True,HVC,DC,2
634,BluRed8773M,"(8, 14)",False,HVC,DC,2
635,BluRed8773M,"(1, 7)",True,HVC,DC,2
636,BluWhi0398F,"(33, 39)",False,HVC,DC,3
637,BluWhi0398F,"(9, 15)",True,HVC,DC,3
638,BluWhi3230M,"(14, 20)",False,HVC,DC,3
639,BluWhi3230M,"(18, 24)",True,HVC,DC,3
640,GraYel7337F,"(33, 39)",False,HVC,DC,3
641,GraYel7337F,"(3, 9)",True,HVC,DC,3
642,GreWhi2703M,"(30, 36)",False,HVC,DC,3
643,GreWhi2703M,"(8, 14)",True,HVC,DC,3
644,HpiGre8613M,"(9, 15)",False,HVC,DC,3
645,HpiGre8613M,"(0, 6)",True,HVC,DC,3
646,BluGre4315M,"(42, 48)",False,HVC,DC,3
647,BluGre4315M,"(23, 29)",True,HVC,DC,3
648,BluRed8773M,"(19, 25)",False,HVC,DC,3
649,BluRed8773M,"(1, 7)",True,HVC,DC,3
650,BluWhi0398F,"(15, 21)",False,HVC,DC,4
651,BluWhi0398F,"(25, 31)",True,HVC,DC,4
652,BluWhi3230M,"(31, 37)",False,HVC,DC,4
653,BluWhi3230M,"(14, 20)",True,HVC,DC,4
654,GraYel7337F,"(16, 22)",False,HVC,DC,4
655,GraYel7337F,"(6, 12)",True,HVC,DC,4
656,GreWhi2703M,"(13, 19)",False,HVC,DC,4
657,GreWhi2703M,"(5, 11)",True,HVC,DC,4
658,HpiGre8613M,"(5, 11)",False,HVC,DC,4
659,HpiGre8613M,"(0, 6)",True,HVC,DC,4
660,BluGre4315M,"(58, 64)",False,HVC,DC,4
661,BluGre4315M,"(12, 18)",True,HVC,DC,4
662,BluRed8773M,"(10, 16)",False,HVC,DC,4
663,BluRed8773M,"(5, 11)",True,HVC,DC,4
664,BluWhi0398F,"(10, 16)",False,HVC,DC,5
665,BluWhi0398F,"(16, 22)",True,HVC,DC,5
666,BluWhi3230M,"(3, 9)",False,HVC,DC,5
667,BluWhi3230M,"(8, 14)",True,HVC,DC,5
668,GraYel7337F,"(37, 43)",False,HVC,DC,5
669,GraYel7337F,"(5, 11)",True,HVC,DC,5
670,GreWhi2703M,"(20, 26)",False,HVC,DC,5
671,GreWhi2703M,"(11, 17)",True,HVC,DC,5
672,HpiGre8613M,"(6, 12)",False,HVC,DC,5
673,HpiGre8613M,"(3, 9)",True,HVC,DC,5
674,BluGre4315M,"(33, 39)",False,HVC,DC,5
675,BluGre4315M,"(5, 11)",True,HVC,DC,5
676,BluRed8773M,"(15, 21)",False,HVC,DC,5
677,BluRed8773M,"(2, 8)",True,HVC,DC,5
678,BluWhi0398F,"(17, 23)",False,HVC,DC,6
679,BluWhi0398F,"(25, 31)",True,HVC,DC,6
680,BluWhi3230M,"(16, 22)",False,HVC,DC,6
681,BluWhi3230M,"(4, 10)",True,HVC,DC,6
682,GraYel7337F,"(22, 28)",False,HVC,DC,6
683,GraYel7337F,"(2, 8)",True,HVC,DC,6
684,GreWhi2703M,"(24, 30)",False,HVC,DC,6
685,GreWhi2703M,"(1, 7)",True,HVC,DC,6
686,HpiGre8613M,"(7, 13)",False,HVC,DC,6
687,HpiGre8613M,"(2, 8)",True,HVC,DC,6
688,BluGre4315M,"(24, 30)",False,HVC,DC,6
689,BluGre4315M,"(5, 11)",True,HVC,DC,6
690,BluRed8773M,"(18, 24)",False,HVC,DC,6
691,BluRed8773M,"(0, 6)",True,HVC,DC,6
692,BluWhi0398F,"(23, 29)",False,HVC,DC,7
693,BluWhi0398F,"(10, 16)",True,HVC,DC,7
694,BluWhi3230M,"(19, 25)",False,HVC,DC,7
695,BluWhi3230M,"(7, 13)",True,HVC,DC,7
696,GraYel7337F,"(15, 21)",False,HVC,DC,7
697,GraYel7337F,"(4, 10)",True,HVC,DC,7
698,GreWhi2703M,"(12, 18)",False,HVC,DC,7
699,GreWhi2703M,"(11, 17)",True,HVC,DC,7
700,HpiGre8613M,"(6, 12)",False,HVC,DC,7
701,HpiGre8613M,"(0, 6)",True,HVC,DC,7
702,BluGre4315M,"(42, 48)",False,HVC,DC,7
703,BluGre4315M,"(5, 11)",True,HVC,DC,7
704,BluRed8773M,"(6, 12)",False,HVC,DC,7
705,BluRed8773M,"(2, 8)",True,HVC,DC,7
706,BluWhi0398F,"(8, 14)",False,HVC,DC,8
707,BluWhi0398F,"(10, 16)",True,HVC,DC,8
708,BluWhi3230M,"(17, 23)",False,HVC,DC,8
709,BluWhi3230M,"(4, 10)",True,HVC,DC,8
710,GraYel7337F,"(4, 10)",False,HVC,DC,8
711,GraYel7337F,"(4, 10)",True,HVC,DC,8
712,GreWhi2703M,"(25, 31)",False,HVC,DC,8
713,GreWhi2703M,"(6, 12)",True,HVC,DC,8
714,HpiGre8613M,"(4, 10)",False,HVC,DC,8
715,HpiGre8613M,"(5, 11)",True,HVC,DC,8
716,BluGre4315M,"(27, 33)",False,HVC,DC,8
717,BluGre4315M,"(5, 11)",True,HVC,DC,8
718,BluRed8773M,"(16, 22)",False,HVC,DC,8
719,BluRed8773M,"(5, 11)",True,HVC,DC,8
720,BluWhi0398F,"(13, 19)",False,HVC,DC,9
721,BluWhi0398F,"(5, 11)",True,HVC,DC,9
722,BluWhi3230M,"(4, 10)",False,HVC,DC,9
723,BluWhi3230M,"(16, 22)",True,HVC,DC,9
724,GraYel7337F,"(13, 19)",False,HVC,DC,9
725,GraYel7337F,"(1, 7)",True,HVC,DC,9
726,GreWhi2703M,"(41, 47)",False,HVC,DC,9
727,GreWhi2703M,"(7, 13)",True,HVC,DC,9
728,HpiGre8613M,"(5, 11)",False,HVC,DC,9
729,HpiGre8613M,"(7, 13)",True,HVC,DC,9
730,BluGre4315M,"(56, 62)",False,HVC,DC,9
731,BluGre4315M,"(6, 12)",True,HVC,DC,9
732,BluRed8773M,"(14, 20)",False,HVC,DC,9
733,BluRed8773M,"(4, 10)",True,HVC,DC,9
734,BluWhi0398F,"(15, 21)",False,HVC,DC,10
735,BluWhi0398F,"(5, 11)",True,HVC,DC,10
736,BluWhi3230M,"(14, 20)",False,HVC,DC,10
737,BluWhi3230M,"(3, 9)",True,HVC,DC,10
738,GraYel7337F,"(6, 12)",False,HVC,DC,10
739,GraYel7337F,"(3, 9)",True,HVC,DC,10
740,GreWhi2703M,"(36, 42)",False,HVC,DC,10
741,GreWhi2703M,"(2, 8)",True,HVC,DC,10
742,HpiGre8613M,"(13, 19)",False,HVC,DC,10
743,HpiGre8613M,"(3, 9)",True,HVC,DC,10
744,BluGre4315M,"(82, 88)",False,HVC,DC,10
745,BluGre4315M,"(2, 8)",True,HVC,DC,10
746,BluRed8773M,"(9, 15)",False,HVC,DC,10
747,BluRed8773M,"(4, 10)",True,HVC,DC,10
748,BluYel2571F,"(14, 22)",False,CTRL,SO,0
749,BluYel2571F,"(3, 11)",True,CTRL,SO,0
750,YelPur7906M,"(5, 13)",False,CTRL,SO,0
751,YelPur7906M,"(4, 12)",True,CTRL,SO,0
752,WhiWhi2526M,"(3, 11)",False,CTRL,SO,0
753,WhiWhi2526M,"(3, 11)",True,CTRL,SO,0
754,RedGra7912M,"(36, 44)",False,CTRL,SO,0
755,RedGra7912M,"(24, 32)",True,CTRL,SO,0
756,BluYel2571F,"(9, 17)",False,CTRL,SO,1
757,BluYel2571F,"(2, 10)",True,CTRL,SO,1
758,YelPur7906M,"(6, 14)",False,CTRL,SO,1
759,YelPur7906M,"(3, 11)",True,CTRL,SO,1
760,WhiWhi2526M,"(4, 12)",False,CTRL,SO,1
761,WhiWhi2526M,"(4, 12)",True,CTRL,SO,1
762,RedGra7912M,"(38, 46)",False,CTRL,SO,1
763,RedGra7912M,"(9, 17)",True,CTRL,SO,1
764,BluYel2571F,"(6, 14)",False,CTRL,SO,2
765,BluYel2571F,"(5, 13)",True,CTRL,SO,2
766,YelPur7906M,"(5, 13)",False,CTRL,SO,2
767,YelPur7906M,"(0, 8)",True,CTRL,SO,2
768,WhiWhi2526M,"(6, 14)",False,CTRL,SO,2
769,WhiWhi2526M,"(2, 10)",True,CTRL,SO,2
770,RedGra7912M,"(11, 19)",False,CTRL,SO,2
771,RedGra7912M,"(3, 11)",True,CTRL,SO,2
772,BluYel2571F,"(11, 19)",False,CTRL,SO,3
773,BluYel2571F,"(8, 16)",True,CTRL,SO,3
774,YelPur7906M,"(22, 30)",False,CTRL,SO,3
775,YelPur7906M,"(2, 10)",True,CTRL,SO,3
776,WhiWhi2526M,"(3, 11)",False,CTRL,SO,3
777,WhiWhi2526M,"(3, 11)",True,CTRL,SO,3
778,RedGra7912M,"(14, 22)",False,CTRL,SO,3
779,RedGra7912M,"(3, 11)",True,CTRL,SO,3
780,BluYel2571F,"(18, 26)",False,CTRL,SO,4
781,BluYel2571F,"(0, 8)",True,CTRL,SO,4
782,YelPur7906M,"(10, 18)",False,CTRL,SO,4
783,YelPur7906M,"(1, 9)",True,CTRL,SO,4
784,WhiWhi2526M,"(10, 18)",False,CTRL,SO,4
785,WhiWhi2526M,"(3, 11)",True,CTRL,SO,4
786,RedGra7912M,"(18, 26)",False,CTRL,SO,4
787,RedGra7912M,"(7, 15)",True,CTRL,SO,4
788,BluYel2571F,"(33, 41)",False,CTRL,SO,5
789,BluYel2571F,"(6, 14)",True,CTRL,SO,5
790,YelPur7906M,"(8, 16)",False,CTRL,SO,5
791,YelPur7906M,"(2, 10)",True,CTRL,SO,5
792,WhiWhi2526M,"(13, 21)",False,CTRL,SO,5
793,WhiWhi2526M,"(5, 13)",True,CTRL,SO,5
794,RedGra7912M,"(9, 17)",False,CTRL,SO,5
795,RedGra7912M,"(2, 10)",True,CTRL,SO,5
796,BluYel2571F,"(17, 25)",False,CTRL,SO,6
797,BluYel2571F,"(6, 14)",True,CTRL,SO,6
798,YelPur7906M,"(7, 15)",False,CTRL,SO,6
799,YelPur7906M,"(2, 10)",True,CTRL,SO,6
800,WhiWhi2526M,"(12, 20)",False,CTRL,SO,6
801,WhiWhi2526M,"(2, 10)",True,CTRL,SO,6
802,RedGra7912M,"(26, 34)",False,CTRL,SO,6
803,RedGra7912M,"(2, 10)",True,CTRL,SO,6
804,BluYel2571F,"(28, 36)",False,CTRL,SO,7
805,BluYel2571F,"(1, 9)",True,CTRL,SO,7
806,YelPur7906M,"(11, 19)",False,CTRL,SO,7
807,YelPur7906M,"(1, 9)",True,CTRL,SO,7
808,WhiWhi2526M,"(6, 14)",False,CTRL,SO,7
809,WhiWhi2526M,"(4, 12)",True,CTRL,SO,7
810,RedGra7912M,"(9, 17)",False,CTRL,SO,7
811,RedGra7912M,"(9, 17)",True,CTRL,SO,7
812,BluYel2571F,"(16, 24)",False,CTRL,SO,8
813,BluYel2571F,"(1, 9)",True,CTRL,SO,8
814,YelPur7906M,"(4, 12)",False,CTRL,SO,8
815,YelPur7906M,"(4, 12)",True,CTRL,SO,8
816,WhiWhi2526M,"(8, 16)",False,CTRL,SO,8
817,WhiWhi2526M,"(13, 21)",True,CTRL,SO,8
818,RedGra7912M,"(45, 53)",False,CTRL,SO,8
819,RedGra7912M,"(3, 11)",True,CTRL,SO,8
820,BluYel2571F,"(35, 43)",False,CTRL,SO,9
821,BluYel2571F,"(1, 9)",True,CTRL,SO,9
822,YelPur7906M,"(3, 11)",False,CTRL,SO,9
823,YelPur7906M,"(2, 10)",True,CTRL,SO,9
824,WhiWhi2526M,"(10, 18)",False,CTRL,SO,9
825,WhiWhi2526M,"(4, 11)",True,CTRL,SO,9
826,RedGra7912M,"(37, 45)",False,CTRL,SO,9
827,RedGra7912M,"(2, 10)",True,CTRL,SO,9
828,BluYel2571F,"(21, 29)",False,CTRL,SO,10
829,BluYel2571F,"(2, 10)",True,CTRL,SO,10
830,YelPur7906M,"(8, 16)",False,CTRL,SO,10
831,YelPur7906M,"(3, 11)",True,CTRL,SO,10
832,WhiWhi2526M,"(11, 19)",False,CTRL,SO,10
833,WhiWhi2526M,"(0, 7)",True,CTRL,SO,10
834,RedGra7912M,"(71, 79)",False,CTRL,SO,10
835,RedGra7912M,"(12, 20)",True,CTRL,SO,10
836,BluYel2571F,"(84, 90)",False,CTRL,DC,0
837,BluYel2571F,"(11, 17)",True,CTRL,DC,0
838,YelPur7906M,"(2, 8)",False,CTRL,DC,0
839,YelPur7906M,"(6, 12)",True,CTRL,DC,0
840,WhiWhi2526M,"(38, 44)",False,CTRL,DC,0
841,WhiWhi2526M,"(52, 58)",True,CTRL,DC,0
842,RedGra7912M,"(123, 129)",False,CTRL,DC,0
843,RedGra7912M,"(75, 81)",True,CTRL,DC,0
844,BluYel2571F,"(13, 19)",False,CTRL,DC,1
845,BluYel2571F,"(38, 44)",True,CTRL,DC,1
846,YelPur7906M,"(4, 10)",False,CTRL,DC,1
847,YelPur7906M,"(3, 9)",True,CTRL,DC,1
848,WhiWhi2526M,"(49, 55)",False,CTRL,DC,1
849,WhiWhi2526M,"(9, 15)",True,CTRL,DC,1
850,RedGra7912M,"(19, 25)",False,CTRL,DC,1
851,RedGra7912M,"(103, 109)",True,CTRL,DC,1
852,BluYel2571F,"(31, 37)",False,CTRL,DC,2
853,BluYel2571F,"(10, 16)",True,CTRL,DC,2
854,YelPur7906M,"(0, 6)",False,CTRL,DC,2
855,YelPur7906M,"(8, 14)",True,CTRL,DC,2
856,WhiWhi2526M,"(39, 45)",False,CTRL,DC,2
857,WhiWhi2526M,"(6, 12)",True,CTRL,DC,2
858,RedGra7912M,"(97, 103)",False,CTRL,DC,2
859,RedGra7912M,"(7, 13)",True,CTRL,DC,2
860,BluYel2571F,"(25, 31)",False,CTRL,DC,3
861,BluYel2571F,"(2, 8)",True,CTRL,DC,3
862,YelPur7906M,"(3, 9)",False,CTRL,DC,3
863,YelPur7906M,"(15, 21)",True,CTRL,DC,3
864,WhiWhi2526M,"(8, 14)",False,CTRL,DC,3
865,WhiWhi2526M,"(24, 30)",True,CTRL,DC,3
866,RedGra7912M,"(65, 71)",False,CTRL,DC,3
867,RedGra7912M,"(56, 62)",True,CTRL,DC,3
868,BluYel2571F,"(46, 52)",False,CTRL,DC,4
869,BluYel2571F,"(13, 19)",True,CTRL,DC,4
870,YelPur7906M,"(23, 29)",False,CTRL,DC,4
871,YelPur7906M,"(2, 8)",True,CTRL,DC,4
872,WhiWhi2526M,"(8, 14)",False,CTRL,DC,4
873,WhiWhi2526M,"(38, 44)",True,CTRL,DC,4
874,RedGra7912M,"(24, 30)",False,CTRL,DC,4
875,RedGra7912M,"(3, 9)",True,CTRL,DC,4
876,BluYel2571F,"(20, 26)",False,CTRL,DC,5
877,BluYel2571F,"(11, 17)",True,CTRL,DC,5
878,YelPur7906M,"(8, 14)",False,CTRL,DC,5
879,YelPur7906M,"(1, 7)",True,CTRL,DC,5
880,WhiWhi2526M,"(34, 40)",False,CTRL,DC,5
881,WhiWhi2526M,"(4, 10)",True,CTRL,DC,5
882,RedGra7912M,"(56, 62)",False,CTRL,DC,5
883,RedGra7912M,"(14, 20)",True,CTRL,DC,5
884,BluYel2571F,"(13, 19)",False,CTRL,DC,6
885,BluYel2571F,"(8, 14)",True,CTRL,DC,6
886,YelPur7906M,"(16, 22)",False,CTRL,DC,6
887,YelPur7906M,"(5, 11)",True,CTRL,DC,6
888,WhiWhi2526M,"(34, 40)",False,CTRL,DC,6
889,WhiWhi2526M,"(2, 8)",True,CTRL,DC,6
890,RedGra7912M,"(40, 46)",False,CTRL,DC,6
891,RedGra7912M,"(9, 15)",True,CTRL,DC,6
892,BluYel2571F,"(12, 18)",False,CTRL,DC,7
893,BluYel2571F,"(2, 8)",True,CTRL,DC,7
894,YelPur7906M,"(13, 19)",False,CTRL,DC,7
895,YelPur7906M,"(0, 6)",True,CTRL,DC,7
896,WhiWhi2526M,"(44, 50)",False,CTRL,DC,7
897,WhiWhi2526M,"(6, 12)",True,CTRL,DC,7
898,RedGra7912M,"(80, 86)",False,CTRL,DC,7
899,RedGra7912M,"(0, 6)",True,CTRL,DC,7
900,BluYel2571F,"(8, 14)",False,CTRL,DC,8
901,BluYel2571F,"(7, 13)",True,CTRL,DC,8
902,YelPur7906M,"(13, 19)",False,CTRL,DC,8
903,YelPur7906M,"(1, 7)",True,CTRL,DC,8
904,WhiWhi2526M,"(31, 37)",False,CTRL,DC,8
905,WhiWhi2526M,"(0, 5)",True,CTRL,DC,8
906,RedGra7912M,"(71, 77)",False,CTRL,DC,8
907,RedGra7912M,"(9, 15)",True,CTRL,DC,8
908,BluYel2571F,"(10, 16)",False,CTRL,DC,9
909,BluYel2571F,"(15, 21)",True,CTRL,DC,9
910,YelPur7906M,"(4, 10)",False,CTRL,DC,9
911,YelPur7906M,"(2, 8)",True,CTRL,DC,9
912,WhiWhi2526M,"(10, 16)",False,CTRL,DC,9
913,WhiWhi2526M,"(13, 18)",True,CTRL,DC,9
914,RedGra7912M,"(31, 37)",False,CTRL,DC,9
915,RedGra7912M,"(3, 9)",True,CTRL,DC,9
916,BluYel2571F,"(21, 27)",False,CTRL,DC,10
917,BluYel2571F,"(8, 14)",True,CTRL,DC,10
918,YelPur7906M,"(6, 12)",False,CTRL,DC,10
919,YelPur7906M,"(6, 12)",True,CTRL,DC,10
920,WhiWhi2526M,"(9, 15)",False,CTRL,DC,10
921,WhiWhi2526M,"(5, 10)",True,CTRL,DC,10
922,RedGra7912M,"(32, 38)",False,CTRL,DC,10
923,RedGra7912M,"(8, 14)",True,CTRL,DC,10
